danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,duration_ms,time_signature
0.469,0.309,7,-13.694,1,0.091,0.965,0.0,0.115,0.235,112.412,2GBjsCkCpR5w8Zri9aE49H,52600,4.0
0.689,0.41,9,-9.629,1,0.0275,0.835,0.0276,0.1,0.248,97.725,0Ulxa4or5zsSFIJc7rEao0,231868,4.0
0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,6SpLc7EXZIPpy0sVko0aoU,211520,4.0
0.917,0.474,11,-6.694,0,0.156,0.259,0.0,0.133,0.801,115.053,0rrfXLr1p1yxsUy7LrKoYT,148360,4.0
0.445,0.968,4,-3.559,1,0.103,8.63e-05,0.00202,0.309,0.629,159.977,0ZgpvjwRIwTEUkDPWHhTE3,198747,4.0
0.657,0.431,7,-11.147,1,0.541,0.985,0.0,0.149,0.935,83.509,1IdZvb2XK8NmsovQlV6CPn,86944,3.0
0.523,0.855,0,-7.679,1,0.0371,0.0749,3.34e-05,0.327,0.486,107.967,5g4cz7u4MrUTKDdo1TmABo,211360,4.0
0.884,0.333,9,-9.753,0,0.0617,0.293,0.0205,0.103,0.587,118.065,4cJOLN346rtOty3UPACsao,209450,4.0
0.782,0.528,1,-6.035,0,0.0532,0.409,7.89e-05,0.0999,0.389,117.977,4qS2KPWvsQzLvRa9oCHw41,213637,4.0
0.772,0.482,6,-9.529,1,0.351,0.211,0.0,0.223,0.441,92.017,7qfoq1JFKBUEIvhqOHzuqX,385438,4.0
0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,6UFivO2zqqPFPoQYsEMuCc,260520,4.0
0.387,0.419,4,-8.803,0,0.183,0.476,0.00179,0.122,0.337,79.211,5TVlcZRCVoJVi9OaDvGxEB,245158,3.0
0.618,0.59,11,-7.751,0,0.359,0.559,3.42e-05,0.208,0.285,127.275,0z95CqBxQnSQhNnoWTZJKL,157891,4.0
0.45,0.787,6,-3.913,1,0.0403,0.0256,1.02e-06,0.109,0.486,122.994,6JmV5cyTQ934NxLY4Z0tg1,212560,4.0
0.465,0.181,1,-9.681,1,0.0499,0.861,0.0,0.0987,0.228,107.967,0cfhXKQGi6BJZxbvO21g7p,240773,3.0
0.839,0.583,1,-5.941,1,0.268,0.239,0.0,0.262,0.564,87.99,53dkS3h9uTNsWYZTPacnpx,636213,4.0
0.727,0.531,8,-8.219,1,0.0321,0.301,0.000343,0.152,0.94,105.617,3TFNxpIwIzMi3jsMRy9GVZ,201698,4.0
0.315,0.0814,2,-13.893,1,0.0308,0.935,0.000474,0.0947,0.113,135.003,1NKc15MkCOQZ0tdy8tTxie,265867,4.0
0.713,0.484,2,-7.856,1,0.0376,0.351,0.00132,0.115,0.184,125.083,2l6fPqfcWjbGvqVZBEdRsG,219040,4.0
0.583,0.96,1,-3.597,0,0.0511,0.00105,2.97e-05,0.0801,0.626,137.991,7hInOqJnlEayXao08yVYAn,182800,4.0
0.845,0.455,3,-9.857,1,0.045,0.0625,6.410000000000001e-05,0.108,0.65,105.0,42LY6qYxu3L6nJ7Dt72gNy,128000,4.0
0.888,0.833,6,-6.546,0,0.0737,0.0631,0.0,0.106,0.948,130.054,7ejepEh5DJ79YI6owGRfkk,116361,4.0
0.612,0.639,8,-6.91,1,0.0294,0.158,0.0135,0.321,0.397,137.984,7mebNFbb0ehL1IX1DMktdC,179430,4.0
0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,23RoR84KodL5HWvUTneQ1w,231545,4.0
0.646,0.898,10,-6.27,1,0.0358,0.00119,0.0406,0.189,0.62,124.002,5cJZzpcqdwkUvD2f88wcgS,181935,4.0
0.704,0.903,1,-4.076,0,0.0581,0.216,0.00857,0.0879,0.423,126.041,1vQWFjEC34DHNXrRTFjDxe,178935,4.0
0.747,0.822,3,-6.373,0,0.0721,0.00353,0.132,0.165,0.578,129.994,787Y2idwCU2Rk60Prv4wpr,207514,4.0
0.789,0.752,1,-4.274,0,0.164,0.027,2.69e-05,0.613,0.739,122.98,19eIZmuXlBmLTha1lPHef7,168577,4.0
0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,6Dy1jexKYriXAVG6evyUTJ,162604,4.0
0.769,0.688,7,-4.378,1,0.0501,0.00215,0.107,0.088,0.387,130.026,1bFgMkoazsyZGSflpCzYm6,223385,4.0
0.888,0.666,10,-5.547,0,0.163,0.0077,0.00156,0.0555,0.464,125.993,0mwbc2AqVHIziVGg3syEI9,230733,4.0
0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173,0B8QzDH7YWih85V5SEMnyJ,198944,4.0
0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,0Fpen1PTuEnCmOJtUU9Iud,343099,4.0
0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,1lItf5ZXJc1by9SbPeljFd,144244,4.0
0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,2UVbBKQOdFAekPTRsnkzcf,190288,4.0
0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,3Ol2xnObFdKV9pmRD2t9x8,179449,4.0
0.781,0.787,9,-5.358,1,0.0383,0.0392,0.0127,0.0745,0.341,127.038,1aklRy3btsbucImSXvR2SY,248667,4.0
0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,7ySUcLPVX7KudhnmNcgY2D,243600,4.0
0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,3rfhI32Il2hVRKDkuGeeen,234453,4.0
0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,1Jo0Zg7XlrA6z0mFTZVdkn,267080,4.0
0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,3jVtllWS5CFFWLQng8sKsr,227000,4.0
0.8200000000000001,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,7fEoXCZTZFosUFvFQg1BmW,196180,4.0
0.743,0.616,1,-6.285,1,0.181,0.0635,0.0,0.111,0.4,150.859,1oNcc2isuz7d3hc1fMoHqj,149760,4.0
0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,3hlksXnvbKogFdPbpO9vel,200013,4.0
0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,4rXLjWdF2ZZpXCVTfWcshS,125040,4.0
0.649,0.718,0,-6.593,0,0.0261,0.143,0.0713,0.124,0.718,101.034,2EWpa5XnAuSn0sIkSSIhYk,274093,4.0
0.581,0.75,0,-7.211,1,0.0304,0.00208,0.000442,0.109,0.325,132.195,5wU6jk9kxYzFGUpeE6T2Q5,243520,4.0
0.533,0.24,6,-9.512,1,0.0424,0.729,0.0,0.223,0.265,175.486,3Z2anmIVG8b1GelyeFQdnP,232618,4.0
0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,5naar7XewEOAjOywIp6Jjq,155147,4.0
0.379,0.879,1,-4.336,0,0.0363,0.0421,0.00435,0.146,0.375,102.021,60ZGteAEtPCnGE6zevgUcd,211453,4.0
0.45,0.291,0,-12.113,1,0.0286,0.188,0.602,0.354,0.215,78.471,6mWlah5Cxz8qTcW17pbj7h,242627,4.0
0.498,0.114,10,-15.38,1,0.0309,0.808,0.00385,0.0734,0.0533,74.92,3p1kSUxsCux5Zf1CeKxpqh,223724,4.0
0.464,0.366,7,-9.025,1,0.047,0.772,1.58e-05,0.0949,0.328,78.846,2QfX9Pdz3q66fN3kCXl0Js,221250,4.0
0.498,0.897,2,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,5w40ZYhbBMAlHYNDaVJIUu,184013,4.0
0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,3Pbp7cUCx4d3OAkZSCoNvn,159636,4.0
0.456,0.383,11,-9.184,1,0.0344,0.378,0.0,0.138,0.301,179.772,32iNr3J93tqFkxaMYwdRYi,257668,3.0
0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,3avYqdwHKEq8beXbeWCKqJ,230733,4.0
0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,6ic8OlLUNEATToEFU3xmaH,251240,4.0
0.689,0.564,2,-6.226,1,0.136,0.187,0.0,0.0721,0.123,185.023,1Ser4X0TKttOvo8bgdytTP,212947,4.0
0.859,0.627,6,-7.91,0,0.13,0.0388,0.000202,0.101,0.594,142.062,5uqphUYsR45kPYplrYSAQh,260453,4.0
0.661,0.836,5,-3.164,0,0.059,0.00268,0.0,0.497,0.396,124.952,13MF2TYuyfITClL1R2ei6e,240793,4.0
0.8220000000000001,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,2x7MyWybabEz6Y6wvHuwGE,241933,4.0
0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,4ZxOuNHhpyOj4gv52MtQpT,213264,4.0
0.628,0.738,6,-5.045,0,0.0367,0.0156,0.281,0.153,0.699,125.928,4vyG9ZhHT8MKJE5mTICMFC,162879,4.0
0.916,0.815,0,-3.418,1,0.0495,0.386,6.34e-06,0.0765,0.577,120.032,5BOZ4skcMubA0R6RD4zf64,195307,4.0
0.844,0.601,1,-5.283,1,0.157,0.0205,0.0,0.385,0.331,73.989,4AYX69oFP3UOS1CFmV9UfO,242013,4.0
0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,6Rb0ptOEjBjPPQUlQtQGbL,237640,4.0
0.824,0.733,1,-5.475,1,0.0613,0.0355,0.0,0.324,0.393,97.971,7FYH5AW3bVfZHJIQpq3UOA,284387,4.0
0.694,0.691,0,-4.791,1,0.287,0.226,0.0,0.104,0.678,93.91,1LNlfvPQmB0cqYJQQskZ8x,204992,4.0
0.709,0.861,0,-2.905,1,0.0941,0.106,4.73e-05,0.113,0.779,118.089,4DYIDSMIB5y2UmZFv9fxeX,180800,4.0
0.667,0.922,5,-4.645,1,0.0353,0.000354,0.0,0.0867,0.761,130.01,6yARPLK0PV4heEyh7pVMGz,216160,4.0
0.761,0.933,10,-5.38,1,0.056,0.0908,8.53e-05,0.0606,0.836,122.959,4Y7XAxTANhu3lmnLAzhWJW,236200,4.0
0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,4356Typ82hUiFAynbLYbPn,220800,4.0
0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,7MmG8p0F9N3C4AXdK6o6Eb,227267,4.0
0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,4DvhkX2ic4zWkQeWMwQ2qf,216893,4.0
0.717,0.858,7,-3.469,0,0.0422,0.0694,2.8e-06,0.0801,0.67,155.41,0hkR93a0LriV2CQUhSXw3h,186120,4.0
0.654,0.707,6,-5.661,1,0.0664,0.00559,0.0,0.0873,0.448,127.97,4Ws314Ylb27BVsvlZOy30C,194765,4.0
0.812,0.749,10,-6.389,0,0.0397,0.108,0.0,0.0599,0.841,134.971,56v8WEnGzLByGsDAXDiv4d,151373,4.0
0.72,0.802,1,-5.797,1,0.0582,0.0921,0.0,0.694,0.723,124.043,2bJvI42r8EF3wxjOuDav4r,229360,4.0
0.599,0.869,5,-5.174,0,0.0618,0.000707,0.0,0.0911,0.453,132.889,1wcr8DjnN59Awev8nnKpQ4,193260,4.0
0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4C6Uex2ILwJi9sZXRdmqXp,170977,4.0
0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,0Dc7J9VPV4eOInoxUiZrsL,266840,4.0
0.504,0.711,9,-5.864,1,0.0452,0.0585,1.83e-05,0.382,0.5,134.824,3qGHAKgjQruzj6doKkyEb5,232933,4.0
0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,2XHzzp1j4IfTNp1FTn7YFg,255053,4.0
0.661,0.916,8,-3.722,0,0.0675,0.12,0.000856,0.339,0.28,125.965,5PkWhNfVEz2O9n8b6cQFMw,281066,4.0
0.589,0.965,6,-1.234,0,0.0619,0.0234,0.849,0.503,0.232,126.046,5uh8m2Lna0Gfk8YGqYVb6d,234286,4.0
0.664,0.873,3,-3.115,1,0.0394,0.0305,0.0,0.228,0.571,129.876,63rbP24OzfaQCJjsHWZXnY,210093,4.0
0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,0laYHRpNTS6i8FXdupHkJ4,188453,4.0
0.522,0.728,3,-3.801,0,0.0323,0.00134,0.0,0.132,0.18,124.045,3xby7fOyqmeON8jsnom0AT,321560,4.0
0.813,0.627,11,-5.018,0,0.0486,0.076,0.000616,0.131,0.801,130.011,0uXO2GrNiIb1xHT9LUdxZE,195853,4.0
0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,60jzFy6Nn4M0iD1d94oteF,222920,4.0
0.859,0.599,9,-5.254,1,0.0614,0.000362,8.2e-06,0.13,0.319,140.005,20FZrLl9zSbO9b3DhaqO6M,252520,4.0
0.63,0.961,1,-3.754,0,0.0543,0.000644,0.779,0.723,0.542,125.98,5GEAKD9oEgIMaxJSAfxwNB,224762,4.0
0.669,0.976,6,-4.182,0,0.117,0.000658,0.229,0.253,0.409,150.01,25IKQf7q26ktWb3JluaM2U,144000,4.0
0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,1AguHaKOuggrVTebp7cZEI,184573,4.0
0.884,0.707,1,-6.607,1,0.202,0.000502,0.258,0.363,0.582,127.013,7zp9FOU4cjFdGN1zdWTvcB,194604,4.0
0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,3cHyrEgdyYRjgJKSOiOtcS,204160,4.0
0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.991,7K8XoQXZBffc4xG2xIQHMO,268840,4.0
0.73,0.777,3,-5.199,0,0.0479,0.108,0.0004669999999999,0.069,0.591,130.0,20zQZVyUNPbq8kZACdgYrh,284867,4.0
0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,3pYDZTJM2tVBUhIRifWVzI,219973,4.0
0.671,0.805,8,-3.232,0,0.081,0.0134,0.0547,0.237,0.866,132.051,0vBpyfpW2lARGh3AZFtWRi,203920,4.0
0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,5PX4uS1LqlWEPL69phPVQQ,373627,4.0
0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,59NraMJsLaMCVtwXTSia8i,132359,4.0
0.64,0.652,5,-5.07,1,0.0383,0.212,0.0,0.0814,0.273,100.065,4t9PBD27dndlf6YMBK2ROc,326907,4.0
0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,1DunhgeZSEgWiIYbHqXl0c,255867,4.0
0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,5zNW5ARjYhJQJz1AChP33n,184635,4.0
0.747,0.824,0,-6.783,0,0.0536,0.044,0.817,0.19,0.745,130.0,20Co6wsSQkqMtZaQxtjz8a,180147,4.0
0.91,0.477,2,-5.259,1,0.418,0.121,0.0,0.305,0.313,145.994,5TX0mfUkpGlU6j2xa00ERx,155893,4.0
0.343,0.946,6,-1.383,1,0.183,0.0722,0.0,0.321,0.357,135.647,0VA5FzFlysCcSG1IdOkhUb,205520,4.0
0.74,0.798,0,-6.55,1,0.146,0.189,0.00128,0.305,0.571,119.964,7vcNp4cj4uF4AyX5aKY4Ps,261360,4.0
0.622,0.717,11,-7.449,0,0.208,0.218,2.19e-06,0.113,0.208,116.934,7vQ8hT2jlA6RhxI4ZxISVd,270000,4.0
0.58,0.659,4,-9.858,0,0.0369,0.0657,1.62e-06,0.164,0.276,141.906,1cCuxJeZOWHOBGEhXJyRv1,121690,4.0
0.577,0.617,1,-8.546,1,0.0508,0.0171,0.00464,0.168,0.233,159.975,4dk6MUnYQ36djFOlZML24R,130571,4.0
0.736,0.754,4,-5.457,1,0.0443,0.033,0.000599,0.0731,0.648,128.046,3xY5aYJcdvZX9xQxNd02ku,176480,4.0
0.65,0.708,1,-7.991,0,0.0277,0.368,8.419999999999999e-06,0.27,0.755,141.034,0Nrd79QrK5WXiqxKMgTUX3,125907,4.0
0.529,0.356,4,-10.942,1,0.0288,0.0276,0.0,0.108,0.223,94.952,0nsIevK1SeDfZzDOi6Si75,204318,4.0
0.582,0.645,6,-7.124,1,0.234,0.401,0.0,0.319,0.8,144.317,0XeAo2MFsQWCFy7pxRyv8r,90250,4.0
0.415,0.748,4,-5.008,1,0.0481,0.00305,0.0,0.0903,0.154,120.056,4ltqfN12ohaVZdM6C45gMg,258419,4.0
0.813,0.406,9,-12.626,1,0.0662,0.0203,0.392,0.0757,0.755,122.658,2KufM8PiQY4i52XhRL96Fd,292373,4.0
0.699,0.702,0,-6.85,1,0.0653,0.0116,0.00233,0.175,0.524,134.391,4w2PIlbpP4jhc1S9MHUHzb,202495,4.0
0.782,0.728,5,-6.568,1,0.146,0.00245,7.9e-05,0.241,0.602,122.035,3yZsBXwiQkqLjnWYip17Uu,229586,4.0
0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,4Fv6wNYUixnYkj3Dgfrls8,255680,4.0
0.763,0.738,1,-6.595,0,0.0931,0.0491,0.0,0.112,0.493,148.021,6xSH6wHFzZaE3QaMMTWwgC,145400,4.0
0.836,0.684,11,-5.818,1,0.241,0.122,0.0,0.0854,0.514,151.007,5hyq3LBlCfjRQAFkdQwe8o,193271,4.0
0.616,0.86,8,-1.252,1,0.132,0.0521,0.000337,0.325,0.468,153.014,1hJN8hZvzEvOvqX32jSSrw,152823,4.0
0.805,0.33,1,-8.712,0,0.1,0.22,0.0,0.105,0.211,121.97,7t2bFihaDvhIrd2gn2CWJO,242983,4.0
0.81,0.793,6,-9.404,0,0.0403,0.0378,1.82e-06,0.072,0.863,116.049,69kOkLUCkxIZYexIgSG8rq,369627,4.0
0.745,0.473,10,-11.243,0,0.0955,0.017,1.12e-05,0.197,0.296,80.006,3NxAG2ni1lLa8RKL6a0INc,241400,4.0
0.646,0.94,10,-2.856,0,0.0838,0.0209,0.0,0.0691,0.704,129.011,4nVyHATevhl5RC6Qmoko5H,231787,4.0
0.577,0.927,1,-3.195,0,0.107,0.578,0.0,0.116,0.462,87.389,5GsJIVCBFjhCcUwJaTW2sB,243672,4.0
0.753,0.616,4,-8.245,1,0.0495,0.00583,1.77e-06,0.109,0.0388,105.952,1Am3fwJi1NF1sD2McZfVWi,215364,4.0
0.829,0.598,4,-6.18,0,0.294,0.219,0.0,0.177,0.651,141.902,7tjQl5EC72HBJRAKxP3Bvm,231573,4.0
0.703,0.653,11,-6.226,0,0.079,0.237,0.0,0.199,0.414,140.044,47IXLhp3c6mu7NqvpuhuLi,180675,4.0
0.647,0.834,8,-3.395,1,0.0317,0.0609,0.00851,0.202,0.704,126.878,2jATUzETZL49e6SywauZKE,183560,4.0
0.411,0.939,5,-1.668,0,0.387,0.00261,0.0,0.148,0.593,99.75,4vwHBxN5OGtUqqUWvWClGd,127468,4.0
0.853,0.495,6,-14.63,1,0.14,0.0917,0.000217,0.0844,0.0774,137.027,4rmVZajAF7PkrCagGPHbqa,243228,4.0
0.721,0.704,6,-6.364,1,0.0606,0.176,3.71e-06,0.143,0.735,125.004,2aPTvyE09vUCRwVvj0I8WK,158206,4.0
0.921,0.927,11,-3.025,1,0.104,0.284,0.0033,0.72,0.797,129.971,4zTSSrtsaVVjT3RZKQ1Gqn,219000,4.0
0.434,0.713,5,-4.079,1,0.0408,0.0554,0.0,0.177,0.15,127.721,64xw3gXNMWv4wNXjF6tnXr,253960,4.0
0.639,0.57,1,-4.966,1,0.042,0.0233,0.0,0.329,0.728,92.073,7vjtAU3Ns1AT4dRa0voHBJ,204187,4.0
0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,293mQGfVwgXIOdA1GpiwAt,239146,4.0
0.568,0.719,8,-5.406,1,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,4prEPl61C8qZpeo3IkYSMl,174760,4.0
0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,6NMtzpDQBTOfJwMzgMX0zl,145588,4.0
0.82,0.47,8,-7.181,1,0.0458,0.00435,0.0,0.141,0.313,132.003,2oHM9KAdFdFvDCaE4V6RST,280173,4.0
0.742,0.844,2,-4.622,1,0.0479,0.000634,0.0,0.0659,0.416,131.986,1h6kgem1ai8vUgO1rZOwfB,293840,4.0
0.454,0.951,1,-4.438,1,0.0725,0.0281,0.000335,0.293,0.5640000000000001,98.91,5pGz6FrmpHjOuso83azbik,144848,4.0
0.696,0.597,4,-7.676,1,0.248,0.484,0.0,0.138,0.264,75.997,0ssVSd3juASNuehS9LWMFW,162987,4.0
0.433,0.85,10,-5.79,0,0.416,0.325,0.0,0.356,0.58,159.956,6ImrWnhjEOw5re3cGLMIHJ,167813,4.0
0.477,0.558,7,-7.751,1,0.368,0.0075,0.0,0.211,0.573,119.941,4nzmPINOWf5sdKNrTjcM3z,178707,4.0
0.787,0.68,7,-5.991,0,0.0488,0.0499,0.0,0.117,0.574,110.016,6g5exlGGjNqJwIK6OQoolD,174627,4.0
0.642,0.56,7,-15.123,1,0.0848,0.0541,0.752,0.131,0.499,130.003,6J9FgTr3z44Bw6ABeVL415,222333,4.0
0.531,0.53,1,-9.059,1,0.224,0.476,0.0,0.0955,0.226,128.026,3da3ufjRxK1Kn5oqM0wmx4,225080,4.0
0.804,0.506,0,-8.413,0,0.261,0.0506,1.26e-06,0.134,0.611,81.451,4k95J448xydiVtD4PXMvpY,183108,4.0
0.897,0.598,2,-7.164,1,0.0466,0.492,0.0014,0.0646,0.528,119.966,6br4Pc0BzU6dTD5fEmks2i,255253,4.0
0.816,0.538,6,-6.354,0,0.0617,0.0142,0.000496,0.099,0.156,97.054,3gE4eQH3K83Sght0ZLvuBK,210368,4.0
0.915,0.588,7,-6.302,0,0.0677,0.0824,0.000169,0.104,0.329,123.936,2sqsNXfN0HtgDEgaHXiUTa,218710,4.0
0.853,0.869,6,-4.16,1,0.0666,0.189,2.02e-05,0.0498,0.961,131.005,1agLiWjSBYSTsKZLudOunC,208980,4.0
0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989,1vvNmPOiUuyCbgWmtc6yfm,219160,4.0
0.594,0.85,2,-6.525,1,0.0954,0.0291,0.0,0.11,0.228,100.002,7pudclCl5P99Me3P5F9hPC,172704,4.0
0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,2rTnVB1bvwxHtaIl4uVu7f,238321,4.0
0.666,0.408,1,-7.464,1,0.0393,0.404,0.00253,0.0316,0.475,92.01,52rbzvOCmHgprzUaMqZEPK,161107,4.0
0.667,0.833,0,-6.063,0,0.287,0.195,0.0,0.45,0.543,120.155,5GMEETe0kCYbqo3dBsBbw9,134077,4.0
0.7010000000000001,0.663,6,-7.227,1,0.202,0.0123,1.04e-05,0.131,0.334,100.001,1qbXrxctv75pm1lWCn6Zw3,167080,4.0
0.726,0.994,5,-2.433,0,0.0543,0.021,0.0108,0.222,0.779,129.989,1tEto4JrqNmBZFH5uAiYqb,264900,4.0
0.8290000000000001,0.852,6,-5.4,1,0.0477,0.00698,0.000278,0.055,0.912,131.989,4tBMbRwLJa5BjwJ6FrBlks,261013,4.0
0.742,0.879,0,-4.274,0,0.0328,0.0696,7.17e-06,0.0981,0.936,133.946,0EH7sgeiFqDa3eS7ieW2zs,227091,4.0
0.732,0.944,0,-4.115,1,0.09,0.209,0.0,0.403,0.957,120.019,18e3XXYCv4Tx8uUl1mP3CN,288903,4.0
0.782,0.8270000000000001,11,-4.219,0,0.0627,0.159,0.0,0.226,0.498,104.032,6qCNaRRr5xJALfNJvh0NAw,238530,4.0
0.6920000000000001,0.954,2,-3.93,0,0.0915,0.0188,0.0,0.151,0.89,141.98,71s7tZo8OGlN3VXyURWLUr,244068,4.0
0.82,0.785,5,-4.003,0,0.158,0.59,1.79e-05,0.372,0.894,140.013,2VGs7EmaIxq96Wcog6DQOc,259293,4.0
0.746,0.924,8,-6.057,1,0.0442,0.0169,0.00279,0.097,0.807,136.051,3Qpk2qHree1RTH5lZaKnEK,306987,4.0
0.68,0.895,2,-7.144,1,0.0378,0.0156,0.000374,0.145,0.824,93.037,6GKGoi0FHzldk1ZRQoV1fv,189375,4.0
0.688,0.941,6,-5.23,0,0.0583,0.0811,2.89e-06,0.0697,0.909,138.047,3W1XPf7mvuQcWQB7U7MbTM,260552,4.0
0.749,0.398,5,-7.44,0,0.171,0.648,1.26e-06,0.115,0.0859,80.032,05nbZ1xxVNwUTcGwLbp7CN,226040,4.0
0.806,0.932,2,-2.228,0,0.0684,0.24,0.0,0.216,0.792,106.021,4eu27jAU2bbnyHUC3G75U8,252760,4.0
0.616,0.75,2,-4.629,1,0.0594,0.172,0.0,0.137,0.434,128.051,5HcBFhFQEtqKrsRkr95XYu,264854,4.0
0.806,0.815,3,-5.373,0,0.0599,0.0081,2.35e-05,0.586,0.678,129.998,51ZN0MyxxJ0VmCN2Hlscfw,179912,4.0
0.738,0.873,2,-5.659,1,0.107,0.075,0.0294,0.225,0.484,104.982,2iXVckhPy7tP0wV9DvlrjZ,245100,4.0
0.684,0.958,1,-4.793,1,0.264,0.314,1.94e-06,0.618,0.8170000000000001,163.95,3VXh3jYTW3lTxtXRnu2TKP,275399,4.0
0.884,0.893,5,-6.141,0,0.162,0.138,0.000922,0.0614,0.937,128.024,5EqggGHTuqiUfruO2gMHhI,261016,4.0
0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,3fPgIknlkDWXs1l2noKZbp,187711,4.0
0.691,0.829,0,-7.179,1,0.0412,0.0289,0.0,0.254,0.866,93.059,6FvSS3Goz7OC8oCC2eWqe8,169154,4.0
0.778,0.918,11,-5.023,0,0.12,0.055,0.000319,0.348,0.487,101.44,2cYVtBHkrkk7F2qU2Y7Fn0,375118,4.0
0.759,0.938,11,-5.387,1,0.123,0.143,3.97e-06,0.402,0.81,92.017,0se928CIhZPlfVGi3A6zrx,294505,4.0
0.727,0.9,8,-4.529,1,0.0452,0.0805,0.0464,0.154,0.505,131.97,6WediUhXDfm8FR3wlM0r3G,288696,4.0
0.689,0.742,3,-7.571,0,0.0413,0.0339,0.0046,0.0928,0.876,155.986,74AqVxZ3oXwJ8olHssBUG3,267624,4.0
0.793,0.887,7,-5.285,1,0.0954,0.0962,6.390000000000001e-05,0.623,0.602,100.007,6XjJXPP3UiGtAQpYkD01c0,246100,4.0
0.73,0.656,11,-5.07,1,0.0294,0.00797,0.00271,0.108,0.743,131.04,4AoQVhME8Ko6LNm4lV2wwQ,254351,4.0
0.794,0.878,11,-7.502,0,0.078,0.00138,0.029,0.197,0.352,129.978,6GwjeSBaJ7C8yZXklaXXY1,243319,4.0
0.715,0.864,11,-5.013,0,0.0751,0.0188,0.0,0.719,0.57,122.016,5Rn1DPzSzUktbhuNDDJocS,222133,4.0
0.405,0.988,10,-3.843,0,0.0992,0.355,0.113,0.0815,0.703,160.052,4iKGu3xtvm90eBw0EIPWJP,214400,4.0
