artist.id,artist.name,artist.genre
3Zi91vuWAU6SUwcKDf8zDq,Bert,lo-fi
6m5zniBrq74kJJy9SlCvA1,Nerok,lo-fi hip hop
6m5zniBrq74kJJy9SlCvA1,Nerok,lo-fi
225l1KEprObX8xgl8xo2Gc,BluntOne,lo-fi hip hop
225l1KEprObX8xgl8xo2Gc,BluntOne,lo-fi
225l1KEprObX8xgl8xo2Gc,BluntOne,lo-fi beats
39c9r5tc96HMSEX9BbxE4T,Fatb,lo-fi hip hop
39c9r5tc96HMSEX9BbxE4T,Fatb,lo-fi
39c9r5tc96HMSEX9BbxE4T,Fatb,lo-fi beats
7fG9d41QElOF8zSI1OoRbE,ticofaces,lo-fi
7fG9d41QElOF8zSI1OoRbE,ticofaces,lo-fi hip hop
7fG9d41QElOF8zSI1OoRbE,ticofaces,lo-fi beats
5tbllvHfDoHsDZuTnrs9Pb,Tah.,lo-fi
5tbllvHfDoHsDZuTnrs9Pb,Tah.,lo-fi hip hop
5tbllvHfDoHsDZuTnrs9Pb,Tah.,lo-fi beats
