personID,"tracks_album","tracks_artist","tracks_track","tracks_id"
4,"Fuego","YONAS","Fuego","1eccTAc1pvUs1471N8brrC"
4,"bag or die","bbno$","deadman (feat. Lil Toe)","0AuyLYjy9W7px84ZQUKA2a"
4,"Stick Season","Noah Kahan","New Perspective","1mAfZYkVfwcPuqqPJZ1Opu"
4,"Enemy (with JID)","Imagine Dragons","Enemy (with JID) - from the series Arcane League of Legends","1r9xUipOqoNwggBpENDsvJ"
4,"Ted Talk","AQ","Ted Talk","23oxUtCUMA8t1D4R40ysjO"
4,"buzz cut (feat. MisterWives)","lovelytheband","buzz cut (feat. MisterWives)","3ZM7EQicqJZinzks0T4Zrq"
4,"Flume","Flume","On Top (feat. T-Shirt)","6nX7vTBehiIIwcwzS5BrmE"
4,"Protea","Kota the Friend","Super Rare","2UzRTCDmvjuzNT9NhGScvt"
4,"Tie Me Down (with Elley Duhé)","Gryffin","Tie Me Down (with Elley Duhé)","4QVS8YCpK71R4FsxSMCjhP"
4,"Keeping Your Head Up","Birdy","Keeping Your Head Up - Jonas Blue Remix; Radio Edit [Radio Edit]","26uWcFPeunNydCH7rl7nyA"
4,"WELCOME HOME","Aries","RACECAR","7JdarpX08FLhmfNZpxqgUO"
4,"September","James Arthur","September","0exZ0YogJPbjGzblpcZaw7"
4,"DRMVRSE","NGHTMRE","Trials","4YPHrO0jB8nJCrcSckSwie"
4,"Black Friday","The Kendrick","Black Friday","3I8mSGE0w3ruxHKpYnkAgo"
4,"XU","Azizi Gibson","XU","7zwpJprwQhxLS7eLmcJL6U"
4,"Buttercup","Kid Travis","Buttercup - Sped Up","1QIaZuSdNBioN6TEFTlW7Y"
4,"Summer Feeling","Matoma","Summer Feeling","793OuR8rJ0zpVp708ONAxO"
4,"the long halloween","Savage Ga$p","flipphone (feat. marvy ayy)","3FsOLp9rDhXKLbKxDeR5BY"
4,"I Want Love (with Two Feet)","Gryffin","I Want Love (with Two Feet)","2ybp2K0VO9sbtGFCfO8tp1"
4,"Mixed Feelings","Bryce Vine","Blame It On Me","1y3XSuqWz3xw8b9u09isRi"
4,"this is what falling in love feels like","JVKE","this is what falling in love feels like","4UG2Fm0E98LhE2dlNxiAXx"
4,"Bet On Me","Moneybagg Yo","Dice Game","6hVyfeSlOKFBDhm6bZsQxe"
4,"ALIVE (Deluxe)","Kid Ink","Back 2 Basics","2a8W8GMf5AuMaAYpSB8f65"
4,"GERM HAS A DEATHWISH","Germ","AWKWARD CAR DRIVE","3aEDTqPcVXDiuKXaedAZgx"
4,"Forever","Tom The Mail Man","Forever","4NpGQqfAGuIkMVRgVD5VRX"
4,"For All The Dogs Scary Hours Edition","Drake","Evil Ways (feat. J. Cole)","2ut4BOQSqxLpcX5MtPjzYa"
4,"False Hopes & Dead Ends","Vwillz","Lies","1VAHhKtbVXpvGTFX6tLGl7"
4,"Cocoon","Kris Stasse","Cocoon","2wkIX1OvVWV4d0f5IOrW4d"
4,"Falling (Alexandar Smash Remix)","NGHTMRE","Falling (Alexandar Smash Remix)","3zJTXgtzn4mr9YYanvSGfp"
4,"Trip At Knight","Trippie Redd","Matt Hardy 999 (feat. Juice WRLD)","4zbr7Cp3UB00FurUovPU03"
4,"Cowboy Tears","Oliver Tree","Cigarettes","1OvVeke9uOLsgXbVG0aDBt"
4,"Follow Me","Sam Feldt","Follow Me","2Xy1UIVfOlukyye6Fd0wrI"
4,"Talladega","Nic D","Talladega","2CPKo4glbtzTZHZ9kheUaa"
4,"TWOPOINTFIVE","Aminé","Between The Lines","7bxt6ecu674O1kILcWPpUl"
4,"WHIP","Ramzoid","WHIP","49ucBujCPBvFqo555F8S7I"
4,"Sierra Miss","Kid Quill","Sierra Miss","2IrKeWv2K2Yk9O7KzvK5lx"
4,"Tom Brady","Justus Bennetts","Tom Brady","02cQm104XjRk0sQd1ZQb8y"
4,"Faith","Pop Smoke","Genius (feat. Lil Tjay & Swae Lee)","0kNYrbMehFxp1eleTwUjkP"
4,"With Confidence","With Confidence","What You Make It","2eXSPTZmhkXRGob1hsFdVd"
4,"Bet On Me","Moneybagg Yo","Correct Me","5qQC8gBibGDBiJ8yV8w6zE"
4,"Tunnels","The People's Thieves","Now That We're Alone","11PZRsZn6CM1rYXUYcuEW2"
4,"Come Through (feat. Lil Tecca)","Bankrol Hayden","Come Through (feat. Lil Tecca)","3RoCi49XvcidDK7OqGw7fb"
4,"PREESH","AQ","Ghost Town","4FF1diqHUWhg5hzShJcUty"
4,"Violet Street","Local Natives","When Am I Gonna Lose You","5wCVLW9qMtIY9IkBeyYnh6"
4,"Thunder","Gabry Ponte","Thunder","2USlegnFJLrVLpoVfPimKB"
4,"At Least I Tried","Ryan Caraveo","Bubbles","52jr0ePgV2yuwsJfsDzqqH"
4,"Everything Black","Unlike Pluto","Everything Black","3UEnF6y5tyHVtMzldS3svp"
4,"We Love You Tecca","Lil Tecca","Did It Again","4guBZjUyrGoHsTahO3IHdj"
4,"Many Words","DROELOE","Many Words","3J3ZhKJ7DTMZN0WihmN1zD"
4,"Free the Universe","Major Lazer","Get Free","4p4hyqRFdoiw4EMbEsqBdA"
4,"Cold (feat. Tory Lanez)","French Montana","Cold (feat. Tory Lanez)","5wMh9hhqKQ4JfqLuvqAC7s"
4,"That's What I Get","charlieonnafriday","That's What I Get","1JXoYzZXVW7H829mHfiWRm"
4,"How You Been?","Kevin Powers","How You Been?","4hOuJIB1norFj3j84oY2Cq"
4,"Riptide","Jutes","Riptide","225ftN9ZDUwAJaSHt1kT0J"
4,"Life Without Heartbreak","Lil Loski","No Worries","3RdmWoYUTzbhMjqxsu4V9Y"
4,"Peace Is The Mission : Extended","Major Lazer","Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)","6kBXZ8j8IuJeRjb6kV6fol"
4,"Real Shit (with benny blanco)","Juice WRLD","Real Shit (with benny blanco)","3uVPLtkmDu8pDkYEAVqbgS"
4,"Hotel TV","Lawrence","False Alarms (with Jon Bellion)","4hG1MCciEGpxL4mOZaxRqt"
4,"Text You Back (feat. Bryce Vine)","brother sundance","Text You Back (feat. Bryce Vine)","23ER2vJTvdU9FNWdhYzETY"
4,"Konvicted","Akon","Gangsta Bop","3nfVBXYJtRWeNxHMSMvIsE"
4,"tell myself i'm alright","Willv","tell myself i'm alright","6Be9dbGFbCaDS4oppgJUL6"
4,"mainstream sellout","mgk","9 lives","17XY1uAyl0lrFqiMp1aQXO"
4,"The Red Room Intro (Yard Gyal Inna Britain)","Alicai Harley","No Rampin (feat. Moelogo & Nadia Rose)","43u9qIHBXcZZPAP0chWeww"
4,"It's Raining, It's Pouring","Anson Seabra","It's Raining, It's Pouring","0dhw2WjJZBsbBDv0Ipdgbw"
4,"Punk","Young Thug","Livin It Up (with Post Malone & A$AP Rocky)","7zjEyeBsaw9gV0jofJLfOM"
4,"Long Term Effects of SUFFERING","$uicideboy$","The Number You Have Dialed Is Not in Service","4gAtj23mqTx5pjfkzVaXhh"
4,"CAN'T RUSH GREATNESS","Central Cee","CRG (feat. Dave)","5tgSjvWO685Z0mYKefArMI"
4,"The Life Of Pablo","Kanye West","Famous","19a3JfW8BQwqHWUMbcqSx8"
4,"Man On The Moon: The End Of Day","Kid Cudi","Pursuit Of Happiness (Nightmare)","6MtKObWYda2qnNIpJI21uD"
4,"Iris Green (feat. Future)","Ghostluvme","Iris Green (feat. Future)","31P1VMYqCR0L7Vcq8XRxE8"
4,"OVER AGAIN","Roderick Porter","OVER AGAIN","3EWOqfBTQyh8CujYZ7ePHL"
4,"Shang-Chi and The Legend of The Ten Rings: The Album","DJ Snake","Run It (feat. Rick Ross & Rich Brian)","5x4vgABKiGp4Vg7ZyFRxhn"
4,"Fcked Up Teeth","Damien Styles","Fcked Up Teeth","3TpGGphdlSMOW7XIjq4hEG"
4,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Chase & Status","Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","2ZWmmrWUgDBcPSLihBMvhg"
4,"Souloho's Heartbreak, Pt 2","Souloho","Souloho's Heartbreak, Pt 2","4xGlKs7uSXYpo52p9Ictav"
4,"Green With Envy","Tion Wayne","Rock Dat (feat. Polo G)","1xzDWLTZ233MPC6TuJmQOH"
4,"ALIVE","Kid Ink","Night & Day","5gVHN44I2vrBWeJcVqlCCU"
4,"Hotel 7","Emo Fruits","Dreamlord","5fQCPCfCrutgejfVZVcj8Q"
4,"Her & the City, Vol. 1","ME+L","Outside","2ZfhQlSIS56klnwgwdkh0U"
4,"Heartbreak Anthem (with David Guetta & Little Mix)","Galantis","Heartbreak Anthem (with David Guetta & Little Mix)","5K6Ssv4Z3zRvxt0P6EKUAP"
4,"Daddy (feat. Quinn XCII)","Tiny Meat Gang","Daddy (feat. Quinn XCII)","4pJzUvwU5ufYr8rLdQ6aYK"
4,"Why Do I Hear Breathing?","Chri$tian Gate$","Thing for Ya","53vqxI2N89pMUUmJMhxqrS"
4,"Knights","AQ","Knights","7B3vxbu42Z0eR8EveO5q8N"
4,"Icarus II","24kGoldn","Mess","0asGFEuGfVUwFaPUwhPUD7"
4,"Carefree","KYLE","Carefree","0UfB1oHKwWuBTBAuIZc0V7"
4,"Radical $uicide","$uicideboy$","Champion of Death","0qHbOme0fFyIWLNie9HG2t"
4,"Fast Display","Mwuana","Fast Display","0h7B9kwWztjKyoab5KKdHx"
4,"She Calls Me Back (with Kacey Musgraves)","Noah Kahan","She Calls Me Back (with Kacey Musgraves)","0p1hBWPaSxUDTSa32PyhnU"
4,"New Patek","Lil Uzi Vert","New Patek","0Fpen1PTuEnCmOJtUU9Iud"
4,"Motel California","Bryce Vine","Lauryn Hill","5LTs2KnWAa6gLcfthPfuEj"
4,"Euphoria","Lithe","FaceTime (feat. Don Toliver)","7bxtXC2RHjmd7yNQPnbiZI"
4,"Charmander","Aminé","Charmander","4NP3gHruXgIo4YSJSNDRBz"
4,"The Melodic Blue","Baby Keem","trademark usa","15hJmqqEtASVXl6sM7i4UF"
4,"On God","Johnny Cocoa","On God","2IPyAFuDcSg9JfOMSPDkWO"
4,"World on Fire","24hrs","911","7eeDkbfxFtYN6WQssDtm4J"
4,"Blue Banana Peel","MYTCH","Blue Bannana Peel","6va2ghjexIMc7BkL1BYfA1"
4,"Won't Sleep","Tones And I","Won't Sleep","3DBT2ar4v5DW6Dg1sLVb3Y"
4,"All These People","Iamkeynotes","All These People","1LPxLwpQu9f5BSuoDNXPmh"
4,"B4 The Storm","Internet Money","Speak (feat. The Kid Laroi)","7vvCvoT0rBvFOOWCcGUkh8"
4,"At Least I Tried","Ryan Caraveo","Ghost","7CHMY5TN1e8oqDnRwwJR61"
4,"Tuh (feat. EST Gee, VV$ Ken)","Tory Lanez","Tuh (feat. EST Gee, VV$ Ken)","1VJjD77fdgcauSWOvIm62i"
4,"Customized Greatly 5","Casey Veggies","Paper Cuts (feat. Wiz Khalifa)","1QlPwTikw4eo50dxlK4tUJ"
4,"Dreams Unfold","Joyner Lucas","Dreams Unfold","5ChX0Yt1wPpRJFPPecJZPh"
4,"Finding Boo","Brent de la Cruz","Mistress","1yWFODbsrIGVYcmQrq0avI"
4,"Better Days","Dermot Kennedy","Better Days","2vCKQ9NNCTXoAF8ltW0Zv9"
4,"Mawlee (feat. Young Buck & DJ Afterthought)","Riot Ten","Mawlee (feat. Young Buck & DJ Afterthought)","0CLaGp0DMEjocSrAtvhcJl"
4,"Good Vibes (Za)","Wale","Good Vibes (Za)","0Yoat9aoKcCogReAE6swRM"
4,"CALL ME IF YOU GET LOST: The Estate Sale","Tyler, The Creator","CORSO","2M6P0j9uCqFzx8u9P4VxNi"
4,"IN THE FLESH","Aries","IN THE FLESH","4Pml3YWGV50kbYfkty80WY"
4,"Chanel Bag (Remix)","KillBunk","Chanel Bag (Remix)","3SQ3D8uin0r79dgKEw6nsj"
4,"We Love You Tecca 2","Lil Tecca","MONEY ON ME","668vMRYpYfpLsOvWc73umT"
4,"a modern tragedy vol. 1","grandson","Blood // Water","7clyJIrLkEbXUDwj1tC9zz"
4,"NOT ENOUGH MANA","HAARPER","NOT ENOUGH MANA","4zgDGtOWPEsot8BmqvX9KI"
4,"True Love","Kanye West","True Love","06JvOZ39sK8D8SqiqfaxDU"
4,"4 Thangs (feat. Big Sean & Hit-Boy)","Freddie Gibbs","4 Thangs (feat. Big Sean & Hit-Boy)","4wmZtoif8SGm7PDqgKrEXr"
4,"FWMGAB","French Montana","FWMGAB","52ekzF7DfQBszZq87MIbPY"
4,"Walking On A Dream","Empire Of The Sun","Walking On A Dream","0mBkoM8r7KAQzZij5swTUL"
4,"B4 The Storm","Internet Money","Lost Me (feat. Lil Mosey, iann dior & Lil Skies)","4k6ag7W7KJLM8QcdhvgXVN"
4,"The Weekend","Stormzy","The Weekend","1r16zpUZ2nH44uOXlBGrbm"
4,"Diamonds","Kid Travis","Diamonds","1PMCaOsItHt7Wc02FCdpdv"
4,"what don't you comprehend?","ChrispyD","what don't you comprehend?","2c0QOBzElnhGlxsiqEuNa6"
4,"All Dz Chainz (feat. Lil Baby)","Gucci Mane","All Dz Chainz (feat. Lil Baby)","6f8nS2g21RNEL7gNG4WJVT"
4,"bank on me","SonReal","bank on me","3FdIAaqrTvA6naAptSK1jr"
4,"KILL MY X","Chri$tian Gate$","KILL MY X","1kTqTQL8fllItqEALQGEkd"
4,"Bounty","Rexx Life Raj","Bounty","1q8rLyDciaRexy0AzNF0Eg"
4,"VULTURES 1","Kanye West","DO IT","4YSa8VQxjzsski1DOsvkHH"
4,"Awful Times","Flockk","Awful Times","0Y2Kws2FLqtPzhaEm3EHsk"
4,"MOSH PIT","MILES","MOSH PIT","1fQlfeG7u0xzRVuzqUwtGA"
4,"Love High","Olmos","Love High","2kz4F58nPkZfXQOYGguklz"
4,"Tha Last Meal","Snoop Dogg","Lay Low","0YHI5hydPPth6J5UOzdLDX"
4,"All to myself","Henrik","All to myself","1h6eOzYGXmIRaZ77z1f6O5"
4,"JUMPIN","Pitbull","JUMPIN","61FwUf89hKEIsjUDtIPRoH"
4,"Ma Boy","Dreamville","Ma Boy","1kn9JsBWIw6qREhDWw0lKb"
4,"Talk Dirty 2 (DaLux Edition)","Loaded Lux","Til This Day","05onKTFM1fZdgvZ1YOETTo"
4,"Bangers[7].Zip","GRiZ","MEGAZORD","4Iz3e22hTN8B2koCpPuoUD"
4,"Attempted Lover","Sueco","Happiest","3AIttZ1HiYYA8RgjCzMEYS"
4,"Bloodbath","Valentino Khan","Bloodbath","7z35ELbZv0zResMSqwsoKa"
4,"she's no angel","gianni & kyle","5 Shots","4l5PryvVh8ofU9vMDnv4qA"
4,"OOGA BOOGA!","Ski Mask The Slump God","OOGA BOOGA!","4gKWtJGlhxKKSyV65llt2G"
4,"Friends","Flume","Friends","3Y8JSCYjFznthCYb5HZ8lW"
4,"Don't Save Me","ill Nicky","Don't Save Me","1DbexcJOlL7BMef0ivwJvW"
4,"Here For Now","Louis The Child","Somewhere Else (with BabyJake)","6zyMqgU0LqENoKdcI1VYHf"
4,"Hall of Fame","Polo G","No Return (with The Kid LAROI & Lil Durk)","23OYT3SFtoJqhiAUqktbc1"
4,"The Better Life","3 Doors Down","Kryptonite","6ZOBP3NvffbU4SZcrnt1k6"
4,"Candle of the Devil","R-Mean","Candle of the Devil","7rWyJnYWea1HUj45VAFtdz"
4,"Addison Rae","The Kid LAROI","Addison Rae","2ImaJZH7XqxrzbQZpYDmol"
4,"Back From The Dead 2","Chief Keef","Faneto","6J1SjVyNDzkZ3sF85Ndd3B"
4,"SHAMELESS $UICIDE","$uicideboy$","Six Lines, Two Dragons, and a Messiah","4Xid2bPvFoMcwp6NeUT2Ap"
4,"Wire","RONEN","Wire","5EMMcL9TNMd5RecydR2t9S"
4,"Running Back to You","Jaku","Running Back to You","19d7wR5JziuMgaEfGLzgRS"
4,"Made Me Everything Pt. 2 (feat. Maxo Kream)","TOBi","Made Me Everything Pt. 2 (feat. Maxo Kream)","5hrb5pzZp06lfycuchdFgO"
4,"Before the Garden 5","Caleb Gordon","Fruits of My Labor","51dZW9RmHyIXrdpEdFu1Xm"
4,"Search & Rescue","Drake","Search & Rescue","7aRCf5cLOFN1U7kvtChY1G"
4,"GET A JOB","SOLOCELO","I'M SOLO","6G1V75QrSDs96Vh9SirOSi"
4,"London","Mackenzy Mackay","London","6Mx5HieOgwyF3bRb8ahTDh"
4,"Too High To the Clouds","Chini","Too High To the Clouds","0AyM0IFatgsJ9JGC0i8tVc"
4,"Sorry Momma","HEY DONNIE!","Sorry Momma","38awfjdqJB1Q3WP9QbHCy5"
4,"GENIE","Aries","GENIE","1w1HMdygCOUPJBWzBOyasP"
4,"Justice","Justin Bieber","As I Am (feat. Khalid)","4MmMxyew8yq1OEyJOMaX6M"
4,"SATURATION II","BROCKHAMPTON","GUMMY","42tBlHWL3VfDkUM2iWcc5p"
4,"NEVER LEFT","Lil Tecca","NEVER LEFT","21UkXrc9kD48rNpTMI2ecz"
4,"BARBARIAN","Thekidszn","BARBARIAN","3RBToU13hey8oINZ6jgZTd"
4,"COLUMBIA","AG Club","COLUMBIA","1L8GpP1KURUrF8Ewj7B7qI"
4,"in loving memory","blackbear","toxic energy (with Bert McCracken of The Used)","01tEAvdPLPREA9JT9Wpb26"
4,"OK ORCHESTRA","AJR","Joe","3V6lJbJdVTZCLVpuA8r72s"
4,"Thank You For Believing","Toosii","shop (feat. DaBaby)","5iwSmckCiyv9J5eUxD2cLN"
4,"Only Built For Infinity Links","Quavo","Hell Yeah","6vHqwF6vPWQbiziFzqy8U0"
4,"Between Wind and Water","The Longest Johns","Wellerman","3oUuRNgyIuiqVTWLCChp3s"
4,"the highs.","mike.","deja u","0DwAyuxdadxzu3Ub4fWcwY"
4,"Hearteater","Whales","Hearteater","6MOxVSR91hsELyBKwJPvPB"
4,"Flower Boy","Tyler, The Creator","See You Again (feat. Kali Uchis)","7KA4W4McWYRpgf0fWsJZWB"
4,"Almost Healed","Lil Durk","Grandson (feat. Kodak Black)","2iUQCloOfXTzjZAyW23pGf"
4,"New Gold (feat. Tame Impala and Bootie Brown)","Gorillaz","New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix","2c3KCGq6UojB2c8UAFrRON"
4,"papercuts","mgk","papercuts","1ZDfxvHrJuJFQFrxRkoqWy"
4,"Ecstasy Of Soul","Zeds Dead","Ecstasy Of Soul","1E0CZWim9mfwrCkXvieES8"
4,"Never With You Again","Chri$tian Gate$","Never With You Again","7cVufRmSWo6ogfYyuAJC0w"
4,"HARDSTONE PSYCHO","Don Toliver","ICE AGE (FEAT. TRAVIS SCOTT)","4nhcjelU9PidsBzUkazfZs"
4,"Don’t Lie (feat. Nemzzz)","A1 x J1","Don’t Lie (feat. Nemzzz)","6tgfPk01WoB2cK78rDEq2m"
4,"Beam Me Up","Reo Cragun","Up","4K8EvUPMDy97NPbRszhZvE"
4,"Carry On","Jon Wiilde","Carry On","0GEQmn1fPbeQOHVT6YDgFR"
4,"Hall of Fame","Polo G","Party Lyfe (with DaBaby)","38Z8SRBxln5pP7yWLqRYwC"
4,"MONTERO","Lil Nas X","TALES OF DOMINICA","5S4PZ7AuYlYiVIVik3wHUf"
4,"4SEASONS","DIRTYXAN","4SEASONS","6kahpDP8SCtBZtuFi6dKm2"
4,"Rookie Of The Year","Moneybagg Yo","Rookie Of The Year","7aVjnFsARHuTBZzkR6rYOR"
4,"Melophobia","Cage The Elephant","Cigarette Daydreams","2tznHmp70DxMyr2XhWLOW0"
4,"WAS HERE","Stand Atlantic","NOSE BLEED","5G46r5BatD8I1MRqeSPD8W"
4,"- TRAGEDY +","$NOT","Moon & Stars (feat. Maggie Lindemann)","3oGbHF3Kdwf3AsRCbBjUxu"
4,"Midnight Social","Lor Sosa","Midnight Social","1G8NHpV002dZNW0x5LarYq"
4,"Hold Out","Lithe","Hold Out","4E2wIuFOblfmOxZburqG4d"
4,"SATURATION III","BROCKHAMPTON","ZIPPER","1m4C9zlV89rXTfXStluvec"
4,"blue heart","Flowervillain","blue heart","0I0OkKB4THzjGlk385iVyc"
4,"Inevitability - FYM","Troyman","Inevitability - FYM","1fc3CzkN8qyz5hqTVD8Il9"
4,"Ain’t Safe (feat. Don Toliver)","Trippie Redd","Ain’t Safe (feat. Don Toliver)","4vSJnERdrXmPsCrHUetryr"
4,"Hot Fuss","The Killers","Mr. Brightside","7oK9VyNzrYvRFo7nQEYkWN"
4,"C U L8R","Arizona Zervas","C U L8R","154p8jskWDYPjxLLKnbBRd"
4,"Twelve Carat Toothache","Post Malone","Wasting Angels (with The Kid LAROI)","2OcSE0EXzgUuqkM1NIJPHJ"
4,"Someone I Knew","TOBi","Someone I Knew","1fbgXK7wcdKu42CI5l0dTP"
4,"Trip At Knight","Trippie Redd","Supernatural","0Vn54m592UkfxfuvAuSr3H"
4,"Night & Day","The Vamps","All Night","0dXNQ8dckG4eYfEtq9zcva"
4,"Big League","Grafh","Big League","0zhocF7DYymbHSdwdOCyMq"
4,"someone new","Arden Jones","someone new","6suGx0q6SlzZSp8dc64yiS"
4,"ALEXANDER MCQUEEN","BENTLY BOY","ALEXANDER MCQUEEN","4zF0JliRt1yIM7HAEOSmJb"
4,"CALL ME IF YOU GET LOST: The Estate Sale","Tyler, The Creator","MANIFESTO (feat. Domo Genesis)","6FwiflJB4b1v8j3h10e9ZM"
4,"ONE NIGHT STAND","COTIS","ONE NIGHT STAND","4r4elMbKSh5xpHHlyepogf"
4,"Feed Tha Streets III","Roddy Ricch","Aston Martin Truck","3enKH3PTkL1NjzT4OwFPj0"
4,"How To Be A Human Being","Glass Animals","The Other Side Of Paradise","0rRjGruFonCGOt0S5zAJNQ"
4,"No Chill (feat. Lil Xxel)","Cheat Codes","No Chill (feat. Lil Xxel)","5oh6lXsQ3mhw5PvcsJqvXg"
4,"All Of You","LaLion","BLEED","7xcjDNQ2LNVdzNyjEeldlY"
4,"Waking Up","OneRepublic","Good Life","6OtCIsQZ64Vs1EbzztvAv4"
4,"Corleone","Millyz","Corleone","2CVj3Jamza2nbk378MFbbC"
4,"The Melodic Blue","Baby Keem","gorgeous","2fAxMyvNvu6wqVpoqsFiw9"
4,"Thats What They All Say","Jack Harlow","Face Of My City (feat. Lil Baby)","6MDdceLYec4AxohmorE4vH"
4,"Tell Me Lies","Marc E. Bassy","Tell Me Lies","2wgZS1aqzg4vdqpBht7mNJ"
4,"YESSIR!","Rarin","YESSIR!","2exdDhuNjyxtmJIKkbSWbo"
4,"Myself (feat. DEVN)","Lute","Myself (feat. DEVN)","7mlOsqmNcuZK9c43W1p2hD"
4,"Get Rich Or Die Tryin'","50 Cent","If I Can't","7JeKXMQKm6GoLGTkNy2jZ0"
4,"Faith","Pop Smoke","Coupe","4wNKxMbE3n1gRm4F6OaCP1"
4,"Coming of Age","Taylor Bennett","Kick Back (feat. Matt from Matt and Kim)","7mMimQjKOCCNUYgyCMwOwA"
4,"Blacked Out","Bad Neighbors","Blacked Out","10ZWhgO0cYse0WMKNPp9ux"
4,"Surround Sound (feat. 21 Savage & Baby Tate)","JID","Surround Sound (feat. 21 Savage & Baby Tate)","0cp97b37sFNsdIbQH6po3T"
4,"SHAKE THE SNOW GLOBE (DELUXE)","Russ","3AM","6xRNqXP3baPR9buXr8vreM"
4,"1 Last Cigarette","The Band CAMINO","1 Last Cigarette","07cZs4Bn5aMHsQMFZ7MOui"
4,"Love Runs Out (feat. G-Eazy & Sasha Alex Sloan)","Martin Garrix","Love Runs Out (feat. G-Eazy & Sasha Alex Sloan)","3jbAzLVcHiI5hYSkcKe1Ty"
4,"Lockheed Martin","Rexx Life Raj","Lockheed Martin","2erIahu8nnIHe4gKtwmxYY"
4,"Do It For LA (LAFC Anthem)","DJ Flict","Do It For LA (LAFC Anthem)","3lJKw69txwmgL3iXSi7vpA"
4,"DECEMBERUNDERGROUND","AFI","Miss Murder","0Ti2dlF2xLjXblvdU5fCxM"
4,"Detroit (feat. 42 Dugg)","Tee Grizzley","Detroit (feat. 42 Dugg)","0YebffGPds68lEWzM8qruN"
4,"HARDSTONE PSYCHO","Don Toliver","TORE UP","1jKXjxMWlq4BhH6f9GtZbu"
4,"Slime Language 2","Young Stoner Life","Came and Saw (feat. Rowdy Rebel)","3GkEnNf2RWmdwkA2FfjQ3g"
4,"MISS ME","Arizona Zervas","MISS ME","3obnp1i01eTrrU816HOfxx"
4,"Us","Snavs","Us","5f4l3uDDTNNGEtWaXHOIB9"
4,"Finding Boo","Brent de la Cruz","Interlude","0LLyVXKJEM1BSP4QPAN0K9"
4,"4X4","Travis Scott","4X4","6s8WSX1MxNThrot8ThI6fG"
4,"Company","Kevin Powers","Company","5x5xVKKT0jltPqjtWfmJTn"
4,"anyone else","Adam Yokum","anyone else","4p8sbcaWhqKlMp7H2Jd5W0"
4,"80 Phone Bills","AQ","80 Phone Bills","6CenLqbglizTyAV4K977Wk"
4,"TOXIC PARADISE","Oliver Francis","TOXIC PARADISE","336xpOy7PR8gF0zzAXh2mQ"
4,"you and me together is a problem","remy","you and me together is a problem","3h6YM4RZxLScJA2WernKFL"
4,"Right Back (feat. A Boogie Wit Da Hoodie)","Khalid","Right Back (feat. A Boogie Wit Da Hoodie)","6PYnUsNEpYC7A4BS2sjw3L"
4,"Everready","Tech N9ne","Caribou Lou (Album Version (Explicit))","0I0wn4G67txQwENcmRH3d6"
4,"Wellerman","Nathan Evans","Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","3iw6V4LH7yPj1ESORX9RIN"
4,"Elevated","Thekidszn","16","1g7wluTLjwfTYddHcFn5r6"
4,"NO TRENDS","Mike Dimes","NO TRENDS","3ItezvVKyAyy0nxf6yJpcx"
4,"Midwestgangstaboxframecadillacmuzik","Freddie Gibbs","Sumthin U Should Know (feat. Devin the Dude)","3ebyOfx7wGwIAUFkHNq0lK"
4,"Drive (feat. Wes Nelson)","Clean Bandit","Drive (feat. Wes Nelson)","6eCmK3GQyFuTNWCJHsaF9d"
4,"Broke Boy","Jutes","Broke Boy","6jQenIGRH69odLybCtwq6Y"
4,"Already Over","Mike Shinoda","Already Over","4Akq61SpQYUE8IuE7hHNH8"
4,"GAH DAMN HIGH","Juicy J","GAH DAMN HIGH","74QDDpNKio3jo0SmLT71nv"
4,"Falling Slowly","Vwillz","Falling Slowly","20O2mCvJkmrZ5RNED9tbpu"
4,"Bruuuh (with Denzel Curry)","JID","Bruuuh (with Denzel Curry) - Remix","5LghBGmNUUwI2BvX2boIdK"
4,"Cleaner Air","Yeek","Cleaner Air","7vQn8AxjCnao6q9oe7YTG9"
4,"By Myself","Christian French","By Myself","6iRTYLWbxXtUz00KQIWiTN"
4,"Whoopty","CJ","Whoopty","5vGLcdRuSbUhD8ScwsGSdA"
4,"Paralyzed","Sueco","Paralyzed","5svL1PkWw8hPEAOdTNLexy"
4,"Bet On Me","Moneybagg Yo","No Cutt (feat. Lil Baby)","2pQ4sMgskv2XeGCInss0qB"
4,"swear","jungle bobby","swear","6VAr9YlSm2TbPDPIcLIEX8"
4,"Stick Season","Noah Kahan","Northern Attitude (with Hozier)","6pBeLF2GZS3NNwV4DBvtg5"
4,"PradadaBang","IDK","PradadaBang","7zg97q1UQyQgIhhrAEke45"
4,"GLOCSTARR V1","Letoa","ICE COLD","2OS7Qd33DDceMtPZaEyn9l"
4,"4am","JBEE","4am","7afBX5p6Qw5RPfpedhEMWS"
4,"I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino)","A$AP Rocky","I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino)","3ZaEs1O8BG581qYPHpQ8d6"
4,"KARMA (With Jazz Cartier)","ROSSY","KARMA (With Jazz Cartier)","23JWyjMJe6snyIqlORwLyH"
